basket,strategy,cagr,maxdd,sharpe,final_equity,router_active_months,direct_condition_months
326,BASE,0.41452386331194546,-0.3214573393484982,1.3056124170073131,26.1361545605737,28,8
326,DIRECT,0.4138681768457153,-0.3231311943165067,1.3000458280809555,26.022373346018377,28,8
326,ROUTER,0.4072751892686861,-0.3231311943165067,1.2861554551754404,24.902655801055385,28,8
327,BASE,0.1577363237177516,-0.34724300681738374,0.6823263665424714,3.9679524536492923,28,7
327,DIRECT,0.1428096853194012,-0.3472430068173835,0.6306779094035926,3.511835127835363,28,7
327,ROUTER,0.15673408098967312,-0.3472430068173834,0.6785051809904268,3.935746319837315,28,7
328,BASE,0.16254649637684304,-0.3960604585870132,0.7348976155597864,4.125824714319953,28,6
328,DIRECT,0.15233448690088824,-0.3960604585870132,0.6906097677264937,3.797115644708803,28,6
328,ROUTER,0.16048235141647393,-0.3960604585870132,0.7236231337723902,4.057403691057032,28,6
329,BASE,0.15185840192873612,-0.4010532315815365,0.6240134421901857,3.7823791339468267,28,6
329,DIRECT,0.14527344331485748,-0.4010532315815365,0.6021489029116294,3.5837283169006056,28,6
329,ROUTER,0.14871144185618723,-0.4010532315815365,0.6137361167924796,3.6862484115998635,28,6
330,BASE,0.08798454602089678,-0.5599982030021896,0.4322839511173562,2.2111571344465903,28,11
330,DIRECT,0.07368175994997972,-0.6060964289890458,0.38538169914482867,1.9522658239674286,28,11
330,ROUTER,0.0951735893520409,-0.5932383793163715,0.4526282622361375,2.352525840253521,28,11
331,BASE,0.054856742106176304,-0.6593015321970539,0.3282250519042498,1.6529149829666716,28,8
331,DIRECT,0.04114268586583192,-0.6661098852683809,0.28298711961465256,1.4614075820871746,28,8
331,ROUTER,0.04721575718746873,-0.6661098852683811,0.3028425383118471,1.5436193238199714,28,8
332,BASE,0.05329099871472298,-0.5329625943517092,0.323715302558251,1.6299715850414518,28,10
332,DIRECT,0.03451593903058914,-0.5678027319978163,0.260681187237936,1.3761850083743599,28,10
332,ROUTER,0.041953206472991944,-0.5678027319978158,0.2853167703801047,1.4721483804805016,28,10
333,BASE,0.30404407551265633,-0.40004201528522665,1.0435127292487167,12.159045269243183,28,7
333,DIRECT,0.28581335823526977,-0.4538948155257384,0.9870354708415146,10.650343256358633,28,7
333,ROUTER,0.29541397110945455,-0.4052951550343109,1.0213346710092628,11.422572854494947,28,7
334,BASE,0.4759307784430826,-0.30609270457885873,1.5095749085477885,38.986100983767024,28,4
334,DIRECT,0.45977430334003655,-0.30609270457885873,1.465508922212638,35.15017149290981,28,4
334,ROUTER,0.4614623168752343,-0.30609270457885873,1.472725413337693,35.53451504586346,28,4
335,BASE,0.13465160695533007,-0.25833838678552956,0.6906177470713235,3.2828879185208217,28,3
335,DIRECT,0.13760191600953453,-0.2508895138609222,0.6997286556782991,3.364096765933147,28,3
335,ROUTER,0.13760191600953453,-0.2508895138609222,0.6997286556782991,3.364096765933147,28,3
336,BASE,0.21837662778485556,-0.3191186470506707,0.9264639745389003,6.415106724668485,28,5
336,DIRECT,0.21739925928056847,-0.31911864705067083,0.9182897441282472,6.366844710479338,28,5
336,ROUTER,0.21852332104281924,-0.31911864705067083,0.922984198144532,6.422378520458151,28,5
337,BASE,0.1406942824999966,-0.37802694903349987,0.6979892198202928,3.4511385102010594,28,5
